4.817735849056603,0
6.429959278650383,141
4.6620754716981105,269
3.2981132075471713,1
4.893633633633638,6541
4.322830188679246,2764
6.474905660377357,3
6.760377358490566,1
6.299952830188672,1
4.682515723270437,0
8.97158490566038,132
4.822452830188679,541
7.0817610062893,3308
6.836933962264153,1541
8.00867924528302,5998
8.249496855345908,3723
5.003283018867923,0
5.115708812260539,0
5.913647798742142,408
5.6275471698113195,80
8.74699346405229,92
5.966897274633118,1534
7.512603773584907,2688
4.747061994609168,0
7.061024258760106,1161
6.455180102915949,669
8.054528301886787,1387
5.22446540880503,68
18.01789999999999,84
7.191603773584909,6
6.353584905660383,1677
6.9299292452830255,1197
5.236954177897564,105
8.457207547169808,2194
7.212156334231806,503
8.456792452830182,4642
4.863160377358488,2064
5.855525606469006,751
7.056981132075473,32
4.973207547169816,0
8.469660377358487,1343
4.08238095238095,18
7.726422955974852,16963
4.626792452830189,208
6.174150943396226,73
5.768571428571426,2
4.930781671159025,1825
4.146698113207547,396
6.741367924528297,451
7.461283018867928,1517
